Family,Species,SpecCode,MaxSizeTL,Diet,Schooling,Position,a,b,FormFactor,Linf,LinfType,LinfTL,K,Kmax,O,lon,lat,sstmean,pelnpp,Method,Country,Locality,GrowthRef
Carangidae,Trachurus murphyi,367,70,Planktivore,Medium groups,Pelagic Reef associated,0.0123,2.92,0.009577786,92.7,TL,92.7,0.14,0.261328032,3.517215255,-72,-33,15.02824248,431.5830254,Otolith rings,Chile,Valparaiso (33_�S),6974
Carangidae,Trachurus murphyi,367,70,Planktivore,Medium groups,Pelagic Reef associated,0.0123,2.92,0.009577786,99.1,TL,99.1,0.12,0.259816769,3.514696435,-72.5,-33,15.43699917,321.6928811,Unknown,Chile,Oceanic waters,6974
Carangidae,Trachurus murphyi,367,70,Planktivore,Medium groups,Pelagic Reef associated,0.0123,2.92,0.009577786,105,TL,105,0.06,0.147722674,3.269476416,-72.5,-33,15.43699917,321.6928811,Unknown,Chile,Oceanic waters,6974
Carangidae,Trachurus novaezelandiae,1979,58.3,Planktivore,Large groups,Pelagic Reef associated,0.0182,2.98,0.017096664,36,FL,40.3398,0.3,0.130144039,3.118572117,171.5,-41,15.66423347,206.4166595,Unknown,New Zealand,Central west coast,9072
Carangidae,Trachurus picturatus,1279,60,Planktivore,Large groups,Pelagic Reef associated,0.00955,2.96,0.008427201,62.65,FL,67.4245565,0.08,0.104044734,3.022612483,-25.7,37.71,19.00405484,153.9719055,Otolith rings,Azores Is.,NA,97250
Carangidae,Trachurus symmetricus,368,81,Planktivore,Large groups,Pelagic Reef associated,0.01,2.95,0.008552636,88.7,TL,88.7,0.207,0.253809593,3.688961476,-117.3,32.6,17.74748122,534.6907014,Unknown,USA,"San Diego, California",312
Carangidae,Trachurus symmetricus,368,81,Planktivore,Large groups,Pelagic Reef associated,0.01,2.95,0.008552636,60.3,FL,65.935638,0.093,0.058595387,3.05231687,-122,36,13.61124221,437.0644567,Unknown,USA,off California,1662
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,29.7,FL,32.050458,0.255,0.044147886,2.787062757,2.6,36.7,19.44812359,222.5703545,Unknown,Algeria,Bou-Ismail,5533
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,38.15,TL,38.15,0.209,0.05350195,2.870522459,15.3,43.6,18.48204178,157.5823123,Otolith rings,Croatia,Central Adriatic Sea,58277
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,34.4,TL,34.4,0.155,0.031453989,2.639828574,6,54,11.6344964,444.0432207,Unknown,Netherlands,southern North Sea,96303
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,54.3,TL,54.3,0.127,0.071810798,2.998342598,18,-33.05,16.43317841,1631.384296,Otolith rings,South Africa,Stompneus Bay (33_�S 18_�E),767
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,55.6,FL,60.000184,0.122,0.08631189,3.07822347,18,-34,16.88822023,703.3083045,Unknown,South Africa,NA,3669
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,47,NG,47,0.25,0.102226443,3.151716095,18,-34,16.88822023,703.3083045,Unknown,South Africa,Southeast Atlantic,5760
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,50,NG,50,0.13,0.061079183,2.928046064,18,-34,16.88822023,703.3083045,Unknown,South Africa,Southeastern Africa,5760
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,37.5,TL,37.5,0.22,0.054186529,2.876044175,16,42,18.37226027,371.2134784,Otolith rings,Italy,Adriatic Sea,6104
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,41.6,TL,41.6,0.195,0.060626897,2.924818184,-9,43.5,15.09025002,271.1203605,Unknown,Spain,Galician shelf,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,38,FL,41.00732,0.25,0.075262794,3.01873318,-17,20.7,20.02046059,1312.052479,Scale rings,Mauritania,Cape Blanc/Cape Bojador,7032
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,50,TL,50,0.13,0.061079183,2.928046064,-17,20.7,20.02046059,1312.052479,Otolith rings,Mauritania,NA,7032
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,30.7,TL,30.7,0.368,0.057842395,2.904399115,23.6,37.8,19.89788373,216.1064407,Otolith rings,Greece,Saronikos Gulf,27030
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,33,TL,33,0.35,0.064699819,2.953055914,23.6,37.8,19.89788373,216.1064407,Length-Frequency,Greece,"Gulf of Saronikos, Athens",27030
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,25.3,TL,25.3,0.63,0.064139138,2.949275963,-1.5,35.5,19.24324777,189.8298648,Length-Frequency,Algeria,Beni-Saf,58187
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,28.8,TL,28.8,0.42,0.057195204,2.899512456,-1.5,35.5,19.24324777,189.8298648,Length-Frequency,Algeria,Beni-Saf,58187
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,40.2,TL,40.2,0.137,0.03944346,2.738127845,0,50.5,12.66124547,326.8521007,Unknown,United Kingdom,English Channel,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,47.3,TL,47.3,0.17,0.070514039,2.990428439,16,37.9,20.14074064,257.762618,Otolith rings,Italy,"Cape Otranto (40� 06'N, 18� 31'E) and Cappe Passero (36� 41'N, 15� 10'E), Ionian Sea",104877
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,40,TL,40,0.158,0.044983042,2.795201664,-9.5,39.5,16.55600592,293.6488616,Unknown,Portugal,Atlantic coast,312
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,39.3,NG,39.3,0.31,0.08482823,3.07069325,-9.5,39.5,16.55600592,293.6488616,Length-Frequency,Portugal,Western Iberian waters,2048
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,41.3,NG,41.3,0.27,0.082592001,3.059090833,-9.5,39.5,16.55600592,293.6488616,Length-Frequency,Portugal,Western Iberian waters,2048
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,52,NG,52,0.16,0.082093514,3.056461689,-9.5,39.5,16.55600592,293.6488616,Unknown,Portugal,NA,5760
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,40.4,TL,40.4,0.248,0.072201244,3.000697526,-9.5,39.5,16.55600592,293.6488616,Unknown,Portugal,ICES Subarea IX/N,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,58.1,TL,58.1,0.122,0.080296052,3.046847039,-8,36.8,18.50650211,221.0310077,Unknown,Portugal,ICES Subarea IX/S,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,43.4,TL,43.4,0.18,0.06154634,2.931355073,8,54,11.22624822,667.6485788,Otolith rings,Germany,"North Sea, Coastal Waters",312
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,33.8,TL,33.8,0.289,0.056374999,2.893239389,3,56,10.72425099,168.4075095,Unknown,"Denmark, Norway, UK",North Sea,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,41.6,TL,41.6,0.223,0.069332297,2.983088436,-4.5,53.5,11.35499896,552.9240513,Unknown,United Kingdom,Great Britain and Ireland,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,44.9,TL,44.9,0.123,0.045390262,2.799115535,-7,49.5,13.33199706,240.5380697,Unknown,United Kingdom,Celtic Sea/Bay of Biscay,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,45.3,TL,45.3,0.201,0.075666017,3.021053716,-2.5,45.5,15.89549698,256.5351055,Unknown,France,Celtic Sea/ Gulf of Gascogne,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,46.1,TL,46.1,0.17,0.06656125,2.965374314,-2,49.3,12.9695543,444.1772933,Unknown,France,ICES Subarea VIIf-j,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,47.9,TL,47.9,0.156,0.066564238,2.965393809,-1.5,44.4,16.16217799,334.550323,Unknown,France,ICES Subarea VIIIb,6974
Carangidae,Trachurus trachurus,1365,70,Planktivore,Large groups,Pelagic Reef associated,0.00871,2.95,0.007449346,49.1,TL,49.1,0.144,0.064953573,2.954755888,-1.5,44.4,16.16217799,334.550323,Unknown,France,ICES Subarea VIIIa,6974
Carangidae,Trachurus trecae,371,39.4,Planktivore,Medium groups,Pelagic Reef associated,0.01148,2.93,0.009223206,38.45,FL,43.285472,0.257,0.316962973,3.058534322,-17.6,14.7,24.07589962,837.8655091,Other rings,Senegal,NA,28200
Carangidae,Uraspis helvola,1983,58,Mobile invertebrate feeder,Large groups,Bentho-pelagic Reef associated,0.01413,2.95,0.012084875,23.2,FL,25.272224,1,0.154901908,3.148864441,122.9,13.4,28.98357084,108.370736,Length-Frequency,Philippines,Ragay Gulf,1449
Centropomidae,Centropomus undecimalis,345,140,Fish-cephalopod feeder,Large groups,Bentho-pelagic Reef associated,0.00813,2.92,0.006330683,105,FL,110.13135,0.3,0.176010434,4.014492444,-76,21.3,27.46790091,56.56566004,Length-Frequency,Cuba,Southeast coast,8540
Centropomidae,Centropomus undecimalis,345,140,Fish-cephalopod feeder,Large groups,Bentho-pelagic Reef associated,0.00813,2.92,0.006330683,77.7,FL,81.497199,0.49,0.147241566,3.936984458,-82,26,25.67899917,467.4651116,Otolith rings,USA,Southwest Florida,11824
Chaetodontidae,Chaetodon auriga,5557,23,Mobile invertebrate feeder,Pair,Benthic Reef dwelling,0.02512,2.99,0.024346674,17.4,TL,17.4,1.5,0.794991916,2.998824613,73,8.3,29.26232066,157.6338585,Length-Frequency,India,Lakshadweep lagoons,48600
Chaetodontidae,Chaetodon baronessa,5558,16,Mobile invertebrate feeder,Pair,Benthic Reef dwelling,0.02291,3.01,0.023637693,10.9,TL,10.9,0.999,0.414701614,2.375904999,145.4,-14.7,26.86426235,162.6701619,Otolith rings,Australia,"Lizard Island (14_�40' S, 145_�28' E)","Berumen (2005) The importance of juveniles in modelling growth: butterflyfish at Lizard Island. Environ Biol Fishes, 72: 409_413"
Chaetodontidae,Chaetodon citrinellus,5561,13,Sessile invertebrate feeder,Pair,Benthic Reef dwelling,0.02239,2.95,0.019149352,9.07,TL,9.07,2.15,0.958234516,2.482218939,145.4,-14.7,26.86426235,162.6701619,Otolith rings,Australia,"Lizard Island (14_�40' S, 145_�28' E)","Berumen (2005) The importance of juveniles in modelling growth: butterflyfish at Lizard Island. Environ Biol Fishes, 72: 409_413"
Chaetodontidae,Chaetodon larvatus,12287,12,Sessile invertebrate feeder,Pair,Benthic Reef dwelling,0.02399,3.04,0.027186309,10.64,TL,10.64,1.14,0.863081145,2.432672691,39.48,15.59,30.05702611,315.4265637,Otolith rings,Eritrea,Massawa,"Zekeria et al. (2006) Growth of Chaetodon larvatus (Chaetodontidae: Pisces) in the southern Red Sea. Mar Biol, 148: 1113-1122"
Chaetodontidae,Chaetodon lunulatus,5561,14,Sessile invertebrate feeder,Pair,Benthic Reef dwelling,0.02291,3.01,0.023637693,10.7,TL,10.7,1.941,1.048600283,2.64594231,145.4,-14.7,26.86426235,162.6701619,Otolith rings,Australia,"Lizard Island (14_�40' S, 145_�28' E)","Berumen (2005) The importance of juveniles in modelling growth: butterflyfish at Lizard Island. Environ Biol Fishes, 72: 409_413"
Chaetodontidae,Chaetodon miliaris,5136,15.4,Planktivore,Medium groups,Bentho-pelagic Reef dwelling,0.02818,3.05,0.032948905,12.7,SL,15.0621365,1.13,1.073290088,2.787012088,-157.78,21.44,25.51690745,97.60012906,Otolith rings,Hawaii,Oahu,2827
Chaetodontidae,Chaetodon trifascialis,5578,18,Sessile invertebrate feeder,Pair,Benthic Reef dwelling,0.02089,2.96,0.018433951,14.5,TL,14.5,0.53,0.325649445,2.340326977,73,8.3,29.26232066,157.6338585,Length-Frequency,India,Lakshadweep lagoons,48600
Chaetodontidae,Chaetodon trifascialis,5578,18,Sessile invertebrate feeder,Pair,Benthic Reef dwelling,0.02089,2.96,0.018433951,11.1,TL,11.1,0.693,0.233243382,2.195385964,145.4,-14.7,26.86426235,162.6701619,Otolith rings,Australia,"Lizard Island (14_�40' S, 145_�28' E)","Berumen (2005) The importance of juveniles in modelling growth: butterflyfish at Lizard Island. Environ Biol Fishes, 72: 409_413"
Chaetodontidae,Chaetodon trifasciatus,5579,15,Sessile invertebrate feeder,Pair,Benthic Reef dwelling,0.02344,3.06,0.028277278,19,TL,19,1.9,3.294725901,3.256535961,73,8.3,29.26232066,157.6338585,Length-Frequency,India,Lakshadweep lagoons,48600
Cirrhitidae,Paracirrhites arcatus,5835,14,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00912,3.07,0.011351541,8.3,SL,9.6861,0.4,0.169163105,1.905970195,-157.5,2,27.88374093,94.89558998,Otolith rings,Northern Line Islands,Kiritimati,"Ruttenberg et al. (2011) Predator-Induced Demographic Shifts in Coral Reef Fish Assemblages. PLoS ONE, 6: e21062"
Cirrhitidae,Paracirrhites arcatus,5835,14,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00912,3.07,0.011351541,7.3,SL,8.5191,0.7,0.219323123,2.018748967,-162.15,5.88,28.44501644,72.90671873,Otolith rings,Northern Line Islands,Palmyra,"Ruttenberg et al. (2011) Predator-Induced Demographic Shifts in Coral Reef Fish Assemblages. PLoS ONE, 6: e21062"
Dactylopteridae,Dactyloptena orientalis,4485,40,Mobile invertebrate feeder,Solitary,Benthic Reef associated,0.01047,2.97,0.009532497,23,TL,23,1.5,0.429437268,3.253827662,103,5.7,29.83048741,101.3853594,Length-Frequency,Malaysia,"Terengganu coast, 10-20 m",51515
Ephippidae,Chaetodipterus faber,1024,91,Mobile invertebrate feeder,Medium groups,Pelagic Reef associated,0.02692,2.98,0.025288033,49,TL,49,0.34,0.083521233,3.364471783,-79.5,32.7,21.92484577,513.8610274,Otolith rings,USA,South Carolina,26466
Epinephelidae,Cephalopholis boenak,6444,30,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01175,3.05,0.013738454,14.8,SL,17.82388667,0.49,0.146339963,2.593835229,114.2,22.2,24.94649168,647.7074962,Otolith rings,Hong Kong,NA,45317
Epinephelidae,Cephalopholis cruentata,12,42.6,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01122,3.07,0.013965383,34,TL,34,0.34,0.20076426,3.109427167,-77.3,17.7,28.48861941,119.5676289,Length-Frequency,Jamaica,NA,29
Epinephelidae,Cephalopholis cruentata,12,42.6,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01122,3.07,0.013965383,34,TL,34,0.35,0.206669091,3.122016294,-77.3,17.7,28.48861941,119.5676289,Length-Frequency,Jamaica,NA,3090
Epinephelidae,Cephalopholis fulva,8816,45,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01,3.02,0.010645351,31,TL,31,0.143,0.060724961,2.582813309,-64.69,18.33,27.87900795,94.28083737,Mark-recapture,Virgin Islands US,St. John,1475
Epinephelidae,Cephalopholis fulva,8816,45,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01,3.02,0.010645351,31.6,TL,31.6,0.14,0.062128779,2.592738883,-38.5,-18.5,26.11874864,124.7625364,Otolith rings,Brazil,central coast (16�--21�30' S),74708
Epinephelidae,Cephalopholis fulva,8816,45,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01,3.02,0.010645351,28.1,FL,28.1,0.2,0.067768796,2.630475834,-64.8,32.35,22.99665027,203.7300844,Otolith rings,Bermuda,Bermuda reef platform,105567
Epinephelidae,Cephalopholis hemistiktos,6447,35,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01202,3.04,0.013621485,34.1,TL,34.1,0.11,0.103566476,2.587327976,48.2,29.3,24.83864372,651.3155597,Otolith rings,Kuwait,NA,3639
Epinephelidae,Cephalopholis panamensis,8761,31,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01445,3.07,0.017985721,24.9,SL,30.088662,0.196,0.182801929,2.746204358,-105.4,20.6,27.43633876,728.4350574,Otolith rings,Mexico,Puerta Vallarta (1997) and Bahia de Los Angeles (1998),46367
Epinephelidae,Cephalopholis sexmaculata,6453,50,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.0129,3.05,0.015083069,22,SL,27.32444,0.63,0.15497211,3.133647875,152.6,-3,30.31073564,48.97943611,Otolith rings,Papua New Guinea,Lihir Island group (seamount),82366
Epinephelidae,Cephalopholis taeniops,4936,70,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.00977,3.1,0.013356558,54.3,TL,54.3,0.135,0.074153091,3.222900046,-24.83,16.8,23.90208142,210.1538979,Otolith rings,Cape Verde,S��o Vicente and Santa Luzia,97725
Epinephelidae,Cephalopholis urodeta,6456,28,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01202,3.04,0.013621485,14.5,SL,17.687825,1.39,0.480309818,3.02943474,152.6,-3,30.31073564,48.97943611,Otolith rings,Papua New Guinea,Lihir Island group (seamount),82366
Epinephelidae,Cromileptes altivelis,6457,70,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01318,3.14,0.020419044,55.8,FL,55.8,0.4,0.232689456,3.775712275,143,-10.5,27.63750511,159.6144292,Otolith rings,Australia,Torres Strait,96365
Epinephelidae,Cromileptes altivelis,6457,70,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01318,3.14,0.020419044,59.7,FL,59.7,0.3,0.205091371,3.720882958,147.5,-18.5,26.55649216,118.2250329,Otolith rings,Australia,"Great Barrier Reef: Lizard Island, Townsville, Mackay and Storm Cay",96365
Epinephelidae,Epinephelides armatus,15101,56,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00955,2.97,0.008694876,55.95,TL,55.95,0.155,0.154687385,3.14065703,115,-31.5,21.30624346,149.488421,Unknown,Australia,31-32_� S on the lower west coast ,74385
Epinephelidae,Epinephelus adscensionis,14,61,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01349,3.09,0.01787442,49.9,TL,49.9,0.11,0.068592066,3.034459137,-64.69,18.33,27.87900795,94.28083737,Mark-recapture,Virgin Islands US,St. John,1475
Epinephelidae,Epinephelus adscensionis,14,61,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01349,3.09,0.01787442,49.9,TL,49.9,0.16,0.099770278,3.197186435,-80.8,31.4,22.1769875,492.8533341,Unknown,USA,"North Carolina through the Dry Tortugas, Florida.",45317
Epinephelidae,Epinephelus adscensionis,14,61,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01349,3.09,0.01787442,37.5,TL,37.5,0.37,0.117851538,3.26952051,-83,27,25.01724489,208.7541304,Otolith rings,USA,Eastern Gulf of Mexico,105553
Epinephelidae,Epinephelus adscensionis,14,61,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01349,3.09,0.01787442,55.14,TL,55.14,0.19,0.149833879,3.373795277,-14.4,-7.9,25.93844689,74.3627375,Otolith rings,Ascension,"Ascension Is., south central Atlantic","Nolan et al. (2017) Life_history strategies of the rock hind grouper Epinephelus adscensionis at Ascension Island. J Fish Biol, 91(6): 1549-1568"
Epinephelidae,Epinephelus adscensionis,14,61,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01349,3.09,0.01787442,63.28,TL,63.28,0.14,0.152616987,3.381788128,-14.4,-7.9,25.93844689,74.3627375,Otolith rings,Ascension,"Ascension Is., south central Atlantic","Nolan et al. (2017) Life_history strategies of the rock hind grouper Epinephelus adscensionis at Ascension Island. J Fish Biol, 91(6): 1549-1568"
Epinephelidae,Epinephelus aeneus,426,144,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00977,3.04,0.011071706,92.5,TL,92.5,0.2365,0.084945417,3.922382075,-7,34,19.34325149,408.7031396,Unknown,Morocco,(50 m depth),312
Epinephelidae,Epinephelus aeneus,426,144,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00977,3.04,0.011071706,144,NG,144,0.171,0.171,4.226238234,-17.6,14.7,24.07589962,837.8655091,Otolith rings,Senegal,NA,2013
Epinephelidae,Epinephelus aeneus,426,144,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00977,3.04,0.011071706,136,NG,136,0.15,0.131420582,4.111905511,29.9,31.3,22.37502829,604.0876316,Unknown,Egypt,Mediterrranean,5760
Epinephelidae,Epinephelus areolatus,5367,47,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01096,3.03,0.012037895,28,SL,34.38222668,0.33,0.160496498,3.061038965,166.4,-22.4,24.71902689,225.1728797,Otolith rings,New Caledonia,NA,3090
Epinephelidae,Epinephelus areolatus,5367,47,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01096,3.03,0.012037895,39.1,TL,39.1,0.288,0.188411764,3.13068142,48.2,29.3,24.83864372,651.3155597,Otolith rings,Kuwait,NA,3639
Epinephelidae,Epinephelus areolatus,5367,47,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01096,3.03,0.012037895,66.6,TL,66.6,0.15,0.335073002,3.380712841,33,28.9,22.44362042,170.4299246,Otolith rings,Egypt,Gulf of Suez,105289
Epinephelidae,Epinephelus caninus,9217,164,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01047,3.03,0.011499705,140,SL,172.0474,0.039,0.043554768,3.746089097,10.5,34,21.37700096,577.4069231,Scale rings,Tunisia,Gabes Gulf,5545
Epinephelidae,Epinephelus chlorostigma,5524,75,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.01,3.03,0.010983481,38.8,FL,39.264242,0.273,0.061387046,3.111649252,55.49,-4.61,28.7621535,109.5134139,Otolith rings,Seychelles,St. Anne National Marine Park,42001
Epinephelidae,Epinephelus chlorostigma,5524,75,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.01,3.03,0.010983481,62.7,TL,62.7,0.19,0.125711353,3.422947015,55.5,-4.5,28.51449454,122.1698137,Length-Frequency,Seychelles,Mahe Plateau,6975
Epinephelidae,Epinephelus chlorostigma,5524,75,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.01,3.03,0.010983481,66.9,TL,66.9,0.167,0.128311701,3.431838776,55.5,-4.5,28.51449454,122.1698137,Length-Frequency,Seychelles,Mahe Plateau,6975
Epinephelidae,Epinephelus chlorostigma,5524,75,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.01,3.03,0.010983481,38.68,FL,39.1428062,0.277,0.061843195,3.114864432,55.5,-4.5,28.51449454,122.1698137,Otolith rings,Seychelles,Seychelles Bank and Amirantes Plateau,"Grandcourt (2002) Demographic characteristics of a selection of exploited reef fish from the Seychelles: preliminary study. Mar Freshw Res, 53: 123-130"
Epinephelidae,Epinephelus coioides,6465,120,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.01122,3.04,0.012714897,93,TL,93,0.167,0.092602477,3.776683664,48.2,29.3,24.83864372,651.3155597,Otolith rings,Kuwait,NA,3627
Epinephelidae,Epinephelus coioides,6465,120,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.01122,3.04,0.012714897,97.9,TL,97.9,0.14,0.087422513,3.751684346,54.3,24.6,27.90561866,303.9506854,Otolith rings,United Arab Emirates,Abu Dhabi,55546
Epinephelidae,Epinephelus costae,9224,171.2,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00813,3.01,0.008388234,72.5,TL,72.5,0.154,0.021515107,3.448829562,28.7,31.1,22.17027255,88.11732716,Unknown,Egypt,West of Alexandria,1238
Epinephelidae,Epinephelus costae,9224,171.2,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.00813,3.01,0.008388234,86.2,NG,86.2,0.12,0.024922264,3.512673544,29.9,31.3,22.37502829,604.0876316,Unknown,Egypt,Mediterranean,5760
Epinephelidae,Epinephelus cyanopodus,5349,122,Fish-cephalopod feeder,Solitary,Bentho-pelagic Reef dwelling,0.01096,3.05,0.012814762,58,SL,70.76406,0.28,0.079089788,3.740665896,166.4,-22.4,24.71902689,225.1728797,Otolith rings,New Caledonia,NA,3090
Epinephelidae,Epinephelus diacanthus,7340,55,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.00977,3.01,0.010080326,57,TL,57,0.21,0.227903827,3.344243798,47,13,28.41075251,164.8061702,Other rings,Yemen,Gulf of Aden,3626
Epinephelidae,Epinephelus diacanthus,7340,55,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.00977,3.01,0.010080326,50.2,NG,50.2,0.61,0.494864838,3.680978777,72.6,19,28.10949702,593.3531331,Length-Frequency,India,Bombay,12276
Epinephelidae,Epinephelus diacanthus,7340,55,Fish-cephalopod feeder,Solitary,Benthic Reef associated,0.00977,3.01,0.010080326,55.8,TL,55.8,0.62,0.640851303,3.793249452,72.6,19,28.10949702,593.3531331,Length-Frequency,India,Mumbai coast,55968
Epinephelidae,Epinephelus drummondhayi,1204,110,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01096,3.04,0.012420256,97,TL,97,0.13,0.097180932,3.710220553,-77,33.5,24.78199518,146.4078879,Otolith rings,USA,North and South Carolina,3094
Epinephelidae,Epinephelus drummondhayi,1204,110,Mobile invertebrate feeder,Solitary,Benthic Reef dwelling,0.01096,3.04,0.012420256,88.8,FL,89.338572,0.12,0.074157218,3.592792925,-80.8,31.4,22.1769875,492.8533341,Otolith rings,USA,North Carolina to Florida,93919
Epinephelidae,Epinephelus fuscoguttatus,4460,120,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01023,3.03,0.011236101,90.5,TL,90.5,0.2,0.10434953,3.812728989,150.7,-2.6,30.46326909,89.15784552,Unknown,Papua New Guinea,Kavieng,1475
Epinephelidae,Epinephelus fuscoguttatus,4460,120,Fish-cephalopod feeder,Solitary,Benthic Reef dwelling,0.01023,3.03,0.011236101,99.1,TL,99.1,0.16,0.10291721,3.806726497,150.7,-2.6,30.46326909,89.15784552,Unknown,Papua New Guinea,Kavieng,1475
