location,site,sitename,quadrat,point,category
AG,Saadiyat,SaadiyatI,2,16,turf
AG,Saadiyat,SaadiyatI,3,1,sponge
AG,Saadiyat,SaadiyatI,3,2,unidentifiable
AG,Saadiyat,SaadiyatI,3,3,unidentifiable
AG,Saadiyat,SaadiyatI,3,4,turf
AG,Saadiyat,SaadiyatI,3,5,turf
AG,Saadiyat,SaadiyatI,3,6,livecoral_massive
AG,Saadiyat,SaadiyatI,3,7,turf
AG,Saadiyat,SaadiyatI,3,8,unidentifiable
AG,Saadiyat,SaadiyatI,3,9,turf
AG,Saadiyat,SaadiyatI,3,10,unidentifiable
AG,Saadiyat,SaadiyatI,3,11,turf
AG,Saadiyat,SaadiyatI,3,12,turf
AG,Saadiyat,SaadiyatI,3,13,unidentifiable
AG,Saadiyat,SaadiyatI,3,14,unidentifiable
AG,Saadiyat,SaadiyatI,3,15,unidentifiable
AG,Saadiyat,SaadiyatI,3,16,livecoral_massive
AG,Saadiyat,SaadiyatI,4,1,turf
AG,Saadiyat,SaadiyatI,4,2,turf
AG,Saadiyat,SaadiyatI,4,3,cca
AG,Saadiyat,SaadiyatI,4,4,turf
AG,Saadiyat,SaadiyatI,4,5,turf
AG,Saadiyat,SaadiyatI,4,6,sponge
AG,Saadiyat,SaadiyatI,4,7,sponge
AG,Saadiyat,SaadiyatI,4,8,turf
AG,Saadiyat,SaadiyatI,4,9,cca
AG,Saadiyat,SaadiyatI,4,10,turf
AG,Saadiyat,SaadiyatI,4,11,turf
AG,Saadiyat,SaadiyatI,4,12,turf
AG,Saadiyat,SaadiyatI,4,13,livecoral_massive
AG,Saadiyat,SaadiyatI,4,14,livecoral_massive
AG,Saadiyat,SaadiyatI,4,15,livecoral_massive
AG,Saadiyat,SaadiyatI,4,16,unidentifiable
AG,Saadiyat,SaadiyatI,5,1,urchin
AG,Saadiyat,SaadiyatI,5,2,cca
AG,Saadiyat,SaadiyatI,5,3,urchin
AG,Saadiyat,SaadiyatI,5,4,turf
AG,Saadiyat,SaadiyatI,5,5,livecoral_massive
AG,Saadiyat,SaadiyatI,5,6,mollusc
AG,Saadiyat,SaadiyatI,5,7,urchin
AG,Saadiyat,SaadiyatI,5,8,turf
AG,Saadiyat,SaadiyatI,5,9,turf
AG,Saadiyat,SaadiyatI,5,10,sponge
AG,Saadiyat,SaadiyatI,5,11,unidentifiable
AG,Saadiyat,SaadiyatI,5,12,turf
AG,Saadiyat,SaadiyatI,5,13,turf
AG,Saadiyat,SaadiyatI,5,14,sponge
AG,Saadiyat,SaadiyatI,5,15,turf
AG,Saadiyat,SaadiyatI,5,16,turf
AG,Saadiyat,SaadiyatII,1,1,turf
AG,Saadiyat,SaadiyatII,1,2,livecoral_massive
AG,Saadiyat,SaadiyatII,1,3,turf
AG,Saadiyat,SaadiyatII,1,4,livecoral_massive
AG,Saadiyat,SaadiyatII,1,5,livecoral_massive
AG,Saadiyat,SaadiyatII,1,6,livecoral_massive
AG,Saadiyat,SaadiyatII,1,7,turf
AG,Saadiyat,SaadiyatII,1,8,livecoral_massive
AG,Saadiyat,SaadiyatII,1,9,turf
AG,Saadiyat,SaadiyatII,1,10,livecoral_massive
AG,Saadiyat,SaadiyatII,1,11,turf
AG,Saadiyat,SaadiyatII,1,12,livecoral_massive
AG,Saadiyat,SaadiyatII,1,13,livecoral_massive
AG,Saadiyat,SaadiyatII,1,14,livecoral_massive
AG,Saadiyat,SaadiyatII,1,15,livecoral_massive
AG,Saadiyat,SaadiyatII,1,16,livecoral_massive
AG,Saadiyat,SaadiyatII,2,1,turf
AG,Saadiyat,SaadiyatII,2,2,urchin
AG,Saadiyat,SaadiyatII,2,3,urchin
AG,Saadiyat,SaadiyatII,2,4,livecoral_massive
AG,Saadiyat,SaadiyatII,2,5,turf
AG,Saadiyat,SaadiyatII,2,6,turf
AG,Saadiyat,SaadiyatII,2,7,livecoral_massive
AG,Saadiyat,SaadiyatII,2,8,turf
AG,Saadiyat,SaadiyatII,2,9,turf
AG,Saadiyat,SaadiyatII,2,10,turf
AG,Saadiyat,SaadiyatII,2,11,turf
AG,Saadiyat,SaadiyatII,2,12,turf
AG,Saadiyat,SaadiyatII,2,13,turf
AG,Saadiyat,SaadiyatII,2,14,unidentifiable
AG,Saadiyat,SaadiyatII,2,15,turf
AG,Saadiyat,SaadiyatII,2,16,turf
AG,Saadiyat,SaadiyatII,3,1,livecoral_massive
AG,Saadiyat,SaadiyatII,3,2,turf
AG,Saadiyat,SaadiyatII,3,3,turf
AG,Saadiyat,SaadiyatII,3,4,cca
AG,Saadiyat,SaadiyatII,3,5,livecoral_massive
AG,Saadiyat,SaadiyatII,3,6,livecoral_massive
AG,Saadiyat,SaadiyatII,3,7,turf
AG,Saadiyat,SaadiyatII,3,8,turf
AG,Saadiyat,SaadiyatII,3,9,livecoral_massive
AG,Saadiyat,SaadiyatII,3,10,livecoral_massive
AG,Saadiyat,SaadiyatII,3,11,turf
AG,Saadiyat,SaadiyatII,3,12,turf
AG,Saadiyat,SaadiyatII,3,13,livecoral_massive
AG,Saadiyat,SaadiyatII,3,14,livecoral_massive
AG,Saadiyat,SaadiyatII,3,15,livecoral_massive
AG,Saadiyat,SaadiyatII,3,16,turf
AG,Saadiyat,SaadiyatII,4,1,livecoral_massive
AG,Saadiyat,SaadiyatII,4,2,turf
AG,Saadiyat,SaadiyatII,4,3,livecoral_massive
AG,Saadiyat,SaadiyatII,4,4,livecoral_massive
AG,Saadiyat,SaadiyatII,4,5,livecoral_massive
AG,Saadiyat,SaadiyatII,4,6,livecoral_massive
AG,Saadiyat,SaadiyatII,4,7,mollusc
AG,Saadiyat,SaadiyatII,4,8,turf
AG,Saadiyat,SaadiyatII,4,9,livecoral_massive
AG,Saadiyat,SaadiyatII,4,10,turf
AG,Saadiyat,SaadiyatII,4,11,livecoral_massive
AG,Saadiyat,SaadiyatII,4,12,livecoral_massive
AG,Saadiyat,SaadiyatII,4,13,livecoral_massive
AG,Saadiyat,SaadiyatII,4,14,sediment
AG,Saadiyat,SaadiyatII,4,15,livecoral_massive
AG,Saadiyat,SaadiyatII,4,16,sediment
AG,Saadiyat,SaadiyatII,5,1,turf
AG,Saadiyat,SaadiyatII,5,2,turf
AG,Saadiyat,SaadiyatII,5,3,turf
AG,Saadiyat,SaadiyatII,5,4,turf
AG,Saadiyat,SaadiyatII,5,5,livecoral_massive
AG,Saadiyat,SaadiyatII,5,6,livecoral_massive
AG,Saadiyat,SaadiyatII,5,7,turf
AG,Saadiyat,SaadiyatII,5,8,livecoral_massive
AG,Saadiyat,SaadiyatII,5,9,livecoral_massive
AG,Saadiyat,SaadiyatII,5,10,livecoral_massive
AG,Saadiyat,SaadiyatII,5,11,livecoral_massive
AG,Saadiyat,SaadiyatII,5,12,turf
AG,Saadiyat,SaadiyatII,5,13,livecoral_massive
AG,Saadiyat,SaadiyatII,5,14,livecoral_massive
AG,Saadiyat,SaadiyatII,5,15,livecoral_massive
AG,Saadiyat,SaadiyatII,5,16,livecoral_massive
AG,Saadiyat,SaadiyatIII,1,1,turf
AG,Saadiyat,SaadiyatIII,1,2,turf
AG,Saadiyat,SaadiyatIII,1,3,turf
AG,Saadiyat,SaadiyatIII,1,4,turf
AG,Saadiyat,SaadiyatIII,1,5,turf
AG,Saadiyat,SaadiyatIII,1,6,turf
AG,Saadiyat,SaadiyatIII,1,7,turf
AG,Saadiyat,SaadiyatIII,1,8,turf
AG,Saadiyat,SaadiyatIII,1,9,turf
AG,Saadiyat,SaadiyatIII,1,10,turf
AG,Saadiyat,SaadiyatIII,1,11,livecoral_massive
AG,Saadiyat,SaadiyatIII,1,12,turf
AG,Saadiyat,SaadiyatIII,1,13,turf
AG,Saadiyat,SaadiyatIII,1,14,turf
AG,Saadiyat,SaadiyatIII,1,15,livecoral_massive
AG,Saadiyat,SaadiyatIII,1,16,turf
AG,Saadiyat,SaadiyatIII,2,1,unidentifiable
AG,Saadiyat,SaadiyatIII,2,2,livecoral_massive
AG,Saadiyat,SaadiyatIII,2,3,turf
AG,Saadiyat,SaadiyatIII,2,4,livecoral_massive
AG,Saadiyat,SaadiyatIII,2,5,turf
AG,Saadiyat,SaadiyatIII,2,6,turf
AG,Saadiyat,SaadiyatIII,2,7,turf
AG,Saadiyat,SaadiyatIII,2,8,sponge
AG,Saadiyat,SaadiyatIII,2,9,livecoral_massive
AG,Saadiyat,SaadiyatIII,2,10,turf
AG,Saadiyat,SaadiyatIII,2,11,livecoral_massive
AG,Saadiyat,SaadiyatIII,2,12,livecoral_massive
AG,Saadiyat,SaadiyatIII,2,13,livecoral_massive
AG,Saadiyat,SaadiyatIII,2,14,livecoral_massive
AG,Saadiyat,SaadiyatIII,2,15,bleached_coral
AG,Saadiyat,SaadiyatIII,2,16,livecoral_massive
AG,Saadiyat,SaadiyatIII,3,1,turf
AG,Saadiyat,SaadiyatIII,3,2,turf
AG,Saadiyat,SaadiyatIII,3,3,turf
AG,Saadiyat,SaadiyatIII,3,4,turf
AG,Saadiyat,SaadiyatIII,3,5,livecoral_massive
AG,Saadiyat,SaadiyatIII,3,6,livecoral_massive
AG,Saadiyat,SaadiyatIII,3,7,turf
AG,Saadiyat,SaadiyatIII,3,8,turf
AG,Saadiyat,SaadiyatIII,3,9,livecoral_massive
AG,Saadiyat,SaadiyatIII,3,10,livecoral_massive
AG,Saadiyat,SaadiyatIII,3,11,livecoral_massive
AG,Saadiyat,SaadiyatIII,3,12,livecoral_massive
AG,Saadiyat,SaadiyatIII,3,13,turf
AG,Saadiyat,SaadiyatIII,3,14,turf
AG,Saadiyat,SaadiyatIII,3,15,bleached_coral
AG,Saadiyat,SaadiyatIII,3,16,turf
AG,Saadiyat,SaadiyatIII,4,1,turf
AG,Saadiyat,SaadiyatIII,4,2,urchin
AG,Saadiyat,SaadiyatIII,4,3,turf
AG,Saadiyat,SaadiyatIII,4,4,livecoral_massive
AG,Saadiyat,SaadiyatIII,4,5,turf
AG,Saadiyat,SaadiyatIII,4,6,turf
AG,Saadiyat,SaadiyatIII,4,7,turf
AG,Saadiyat,SaadiyatIII,4,8,turf
AG,Saadiyat,SaadiyatIII,4,9,turf
AG,Saadiyat,SaadiyatIII,4,10,turf
AG,Saadiyat,SaadiyatIII,4,11,turf
AG,Saadiyat,SaadiyatIII,4,12,turf
AG,Saadiyat,SaadiyatIII,4,13,turf
AG,Saadiyat,SaadiyatIII,4,14,turf
AG,Saadiyat,SaadiyatIII,4,15,turf
AG,Saadiyat,SaadiyatIII,4,16,turf
AG,Saadiyat,SaadiyatIII,5,1,sediment
AG,Saadiyat,SaadiyatIII,5,2,turf
AG,Saadiyat,SaadiyatIII,5,3,livecoral_massive
AG,Saadiyat,SaadiyatIII,5,4,turf
AG,Saadiyat,SaadiyatIII,5,5,livecoral_massive
AG,Saadiyat,SaadiyatIII,5,6,turf
AG,Saadiyat,SaadiyatIII,5,7,turf
AG,Saadiyat,SaadiyatIII,5,8,turf
AG,Saadiyat,SaadiyatIII,5,9,livecoral_massive
AG,Saadiyat,SaadiyatIII,5,10,sediment
AG,Saadiyat,SaadiyatIII,5,11,mollusc
AG,Saadiyat,SaadiyatIII,5,12,turf
AG,Saadiyat,SaadiyatIII,5,13,turf
AG,Saadiyat,SaadiyatIII,5,14,unidentifiable
AG,Saadiyat,SaadiyatIII,5,15,turf
AG,Saadiyat,SaadiyatIII,5,16,turf
GoO,Dibba,DibbaI,1,1,turf
GoO,Dibba,DibbaI,1,2,turf
GoO,Dibba,DibbaI,1,3,turf
GoO,Dibba,DibbaI,1,4,urchin
GoO,Dibba,DibbaI,1,5,turf
GoO,Dibba,DibbaI,1,6,turf
GoO,Dibba,DibbaI,1,7,turf
GoO,Dibba,DibbaI,1,8,turf
GoO,Dibba,DibbaI,1,9,turf
GoO,Dibba,DibbaI,1,10,turf
GoO,Dibba,DibbaI,1,11,turf
GoO,Dibba,DibbaI,1,12,turf
GoO,Dibba,DibbaI,1,13,sponge
GoO,Dibba,DibbaI,1,14,turf
GoO,Dibba,DibbaI,1,15,turf
GoO,Dibba,DibbaI,1,16,turf
GoO,Dibba,DibbaI,2,1,livecoral_massive
GoO,Dibba,DibbaI,2,2,livecoral_massive
GoO,Dibba,DibbaI,2,3,livecoral_massive
GoO,Dibba,DibbaI,2,4,livecoral_massive
GoO,Dibba,DibbaI,2,5,livecoral_massive
GoO,Dibba,DibbaI,2,6,livecoral_massive
GoO,Dibba,DibbaI,2,7,livecoral_massive
GoO,Dibba,DibbaI,2,8,livecoral_massive
GoO,Dibba,DibbaI,2,9,livecoral_massive
GoO,Dibba,DibbaI,2,10,livecoral_massive
GoO,Dibba,DibbaI,2,11,livecoral_massive
GoO,Dibba,DibbaI,2,12,livecoral_massive
GoO,Dibba,DibbaI,2,13,livecoral_massive
GoO,Dibba,DibbaI,2,14,livecoral_massive
GoO,Dibba,DibbaI,2,15,livecoral_massive
GoO,Dibba,DibbaI,2,16,livecoral_massive
GoO,Dibba,DibbaI,3,1,turf
GoO,Dibba,DibbaI,3,2,turf
GoO,Dibba,DibbaI,3,3,turf
GoO,Dibba,DibbaI,3,4,turf
GoO,Dibba,DibbaI,3,5,turf
GoO,Dibba,DibbaI,3,6,turf
GoO,Dibba,DibbaI,3,7,turf
GoO,Dibba,DibbaI,3,8,turf
GoO,Dibba,DibbaI,3,9,turf
GoO,Dibba,DibbaI,3,10,sponge
GoO,Dibba,DibbaI,3,11,turf
GoO,Dibba,DibbaI,3,12,turf
GoO,Dibba,DibbaI,3,13,turf
GoO,Dibba,DibbaI,3,14,turf
GoO,Dibba,DibbaI,3,15,turf
GoO,Dibba,DibbaI,3,16,turf
GoO,Dibba,DibbaI,4,1,livecoral_massive
GoO,Dibba,DibbaI,4,2,unidentifiable
GoO,Dibba,DibbaI,4,3,livecoral_massive
GoO,Dibba,DibbaI,4,4,dead_coral
GoO,Dibba,DibbaI,4,5,livecoral_massive
GoO,Dibba,DibbaI,4,6,livecoral_massive
GoO,Dibba,DibbaI,4,7,livecoral_massive
GoO,Dibba,DibbaI,4,8,livecoral_massive
GoO,Dibba,DibbaI,4,9,livecoral_massive
GoO,Dibba,DibbaI,4,10,livecoral_massive
GoO,Dibba,DibbaI,4,11,livecoral_massive
GoO,Dibba,DibbaI,4,12,livecoral_massive
GoO,Dibba,DibbaI,4,13,livecoral_massive
GoO,Dibba,DibbaI,4,14,livecoral_massive
GoO,Dibba,DibbaI,4,15,livecoral_massive
GoO,Dibba,DibbaI,4,16,livecoral_massive
GoO,Dibba,DibbaI,5,1,turf
GoO,Dibba,DibbaI,5,2,livecoral_massive
GoO,Dibba,DibbaI,5,3,livecoral_massive
GoO,Dibba,DibbaI,5,4,livecoral_massive
GoO,Dibba,DibbaI,5,5,turf
GoO,Dibba,DibbaI,5,6,turf
GoO,Dibba,DibbaI,5,7,turf
GoO,Dibba,DibbaI,5,8,livecoral_massive
GoO,Dibba,DibbaI,5,9,turf
GoO,Dibba,DibbaI,5,10,turf
GoO,Dibba,DibbaI,5,11,livecoral_massive
GoO,Dibba,DibbaI,5,12,livecoral_massive
GoO,Dibba,DibbaI,5,13,unidentifiable
GoO,Dibba,DibbaI,5,14,unidentifiable
GoO,Dibba,DibbaI,5,15,turf
GoO,Dibba,DibbaI,5,16,livecoral_massive
GoO,Dibba,DibbaII,1,1,turf
GoO,Dibba,DibbaII,1,2,turf
GoO,Dibba,DibbaII,1,3,turf
GoO,Dibba,DibbaII,1,4,turf
GoO,Dibba,DibbaII,1,5,turf
GoO,Dibba,DibbaII,1,6,turf
GoO,Dibba,DibbaII,1,7,turf
GoO,Dibba,DibbaII,1,8,mollusc
GoO,Dibba,DibbaII,1,9,mollusc
GoO,Dibba,DibbaII,1,10,turf
GoO,Dibba,DibbaII,1,11,turf
GoO,Dibba,DibbaII,1,12,mollusc
GoO,Dibba,DibbaII,1,13,turf
GoO,Dibba,DibbaII,1,14,rock
GoO,Dibba,DibbaII,1,15,cca
GoO,Dibba,DibbaII,1,16,turf
GoO,Dibba,DibbaII,2,1,sediment
GoO,Dibba,DibbaII,2,2,turf
GoO,Dibba,DibbaII,2,3,turf
GoO,Dibba,DibbaII,2,4,turf
GoO,Dibba,DibbaII,2,5,turf
GoO,Dibba,DibbaII,2,6,turf
GoO,Dibba,DibbaII,2,7,turf
GoO,Dibba,DibbaII,2,8,turf
GoO,Dibba,DibbaII,2,9,turf
GoO,Dibba,DibbaII,2,10,livecoral_branching
GoO,Dibba,DibbaII,2,11,livecoral_branching
GoO,Dibba,DibbaII,2,12,turf
GoO,Dibba,DibbaII,2,13,livecoral_branching
GoO,Dibba,DibbaII,2,14,livecoral_branching
GoO,Dibba,DibbaII,2,15,turf
GoO,Dibba,DibbaII,2,16,livecoral_massive
GoO,Dibba,DibbaII,3,1,livecoral_massive
GoO,Dibba,DibbaII,3,2,rock
GoO,Dibba,DibbaII,3,3,barnacle
GoO,Dibba,DibbaII,3,4,barnacle
GoO,Dibba,DibbaII,3,5,livecoral_massive
GoO,Dibba,DibbaII,3,6,turf
GoO,Dibba,DibbaII,3,7,sponge
GoO,Dibba,DibbaII,3,8,rock
GoO,Dibba,DibbaII,3,9,urchin
GoO,Dibba,DibbaII,3,10,sponge
GoO,Dibba,DibbaII,3,11,rock
GoO,Dibba,DibbaII,3,12,rock
GoO,Dibba,DibbaII,3,13,urchin
GoO,Dibba,DibbaII,3,14,rock
GoO,Dibba,DibbaII,3,15,rock
GoO,Dibba,DibbaII,3,16,rock
GoO,Dibba,DibbaII,4,1,rock
GoO,Dibba,DibbaII,4,2,urchin
GoO,Dibba,DibbaII,4,3,rock
GoO,Dibba,DibbaII,4,4,turf
GoO,Dibba,DibbaII,4,5,livecoral_massive
GoO,Dibba,DibbaII,4,6,urchin
GoO,Dibba,DibbaII,4,7,urchin
GoO,Dibba,DibbaII,4,8,sponge
GoO,Dibba,DibbaII,4,9,livecoral_massive
GoO,Dibba,DibbaII,4,10,livecoral_massive
GoO,Dibba,DibbaII,4,11,urchin
GoO,Dibba,DibbaII,4,12,rock
GoO,Dibba,DibbaII,4,13,livecoral_massive
GoO,Dibba,DibbaII,4,14,turf
GoO,Dibba,DibbaII,4,15,urchin
GoO,Dibba,DibbaII,4,16,rock
GoO,Dibba,DibbaII,5,1,turf
GoO,Dibba,DibbaII,5,2,turf
GoO,Dibba,DibbaII,5,3,turf
GoO,Dibba,DibbaII,5,4,turf
GoO,Dibba,DibbaII,5,5,barnacle
GoO,Dibba,DibbaII,5,6,barnacle
GoO,Dibba,DibbaII,5,7,barnacle
GoO,Dibba,DibbaII,5,8,rock
GoO,Dibba,DibbaII,5,9,barnacle
GoO,Dibba,DibbaII,5,10,barnacle
GoO,Dibba,DibbaII,5,11,barnacle
GoO,Dibba,DibbaII,5,12,barnacle
GoO,Dibba,DibbaII,5,13,rock
GoO,Dibba,DibbaII,5,14,rock
GoO,Dibba,DibbaII,5,15,barnacle
GoO,Dibba,DibbaII,5,16,barnacle
GoO,Dibba,DIbbaIII,1,1,turf
GoO,Dibba,DIbbaIII,1,2,turf
GoO,Dibba,DIbbaIII,1,3,turf
GoO,Dibba,DIbbaIII,1,4,turf
GoO,Dibba,DIbbaIII,1,5,turf
GoO,Dibba,DIbbaIII,1,6,turf
GoO,Dibba,DIbbaIII,1,7,turf
GoO,Dibba,DIbbaIII,1,8,turf
GoO,Dibba,DIbbaIII,1,9,turf
GoO,Dibba,DIbbaIII,1,10,barnacle
GoO,Dibba,DIbbaIII,1,11,turf
GoO,Dibba,DIbbaIII,1,12,turf
GoO,Dibba,DIbbaIII,1,13,turf
GoO,Dibba,DIbbaIII,1,14,turf
GoO,Dibba,DIbbaIII,1,15,turf
GoO,Dibba,DIbbaIII,1,16,turf
GoO,Dibba,DIbbaIII,2,1,turf
GoO,Dibba,DIbbaIII,2,2,turf
GoO,Dibba,DIbbaIII,2,3,barnacle
GoO,Dibba,DIbbaIII,2,4,sponge
GoO,Dibba,DIbbaIII,2,5,turf
GoO,Dibba,DIbbaIII,2,6,turf
GoO,Dibba,DIbbaIII,2,7,turf
GoO,Dibba,DIbbaIII,2,8,turf
GoO,Dibba,DIbbaIII,2,9,turf
GoO,Dibba,DIbbaIII,2,10,turf
GoO,Dibba,DIbbaIII,2,11,turf
GoO,Dibba,DIbbaIII,2,12,turf
GoO,Dibba,DIbbaIII,2,13,turf
GoO,Dibba,DIbbaIII,2,14,turf
GoO,Dibba,DIbbaIII,2,15,turf
GoO,Dibba,DIbbaIII,2,16,turf
GoO,Dibba,DIbbaIII,3,1,turf
GoO,Dibba,DIbbaIII,3,2,turf
GoO,Dibba,DIbbaIII,3,3,turf
GoO,Dibba,DIbbaIII,3,4,sponge
GoO,Dibba,DIbbaIII,3,5,sponge
GoO,Dibba,DIbbaIII,3,6,turf
GoO,Dibba,DIbbaIII,3,7,turf
GoO,Dibba,DIbbaIII,3,8,rock
GoO,Dibba,DIbbaIII,3,9,unidentifiable
GoO,Dibba,DIbbaIII,3,10,turf
GoO,Dibba,DIbbaIII,3,11,barnacle
GoO,Dibba,DIbbaIII,3,12,barnacle
GoO,Dibba,DIbbaIII,3,13,turf
GoO,Dibba,DIbbaIII,3,14,sponge
GoO,Dibba,DIbbaIII,3,15,turf
GoO,Dibba,DIbbaIII,3,16,turf
GoO,Dibba,DIbbaIII,4,1,turf
GoO,Dibba,DIbbaIII,4,2,turf
GoO,Dibba,DIbbaIII,4,3,turf
GoO,Dibba,DIbbaIII,4,4,rock
GoO,Dibba,DIbbaIII,4,5,rock
GoO,Dibba,DIbbaIII,4,6,rock
GoO,Dibba,DIbbaIII,4,7,rock
GoO,Dibba,DIbbaIII,4,8,barnacle
GoO,Dibba,DIbbaIII,4,9,unidentifiable
GoO,Dibba,DIbbaIII,4,10,rock
GoO,Dibba,DIbbaIII,4,11,barnacle
GoO,Dibba,DIbbaIII,4,12,rock
GoO,Dibba,DIbbaIII,4,13,unidentifiable
GoO,Dibba,DIbbaIII,4,14,unidentifiable
GoO,Dibba,DIbbaIII,4,15,livecoral_branching
GoO,Dibba,DIbbaIII,4,16,turf
GoO,Dibba,DIbbaIII,5,1,turf
GoO,Dibba,DIbbaIII,5,2,turf
GoO,Dibba,DIbbaIII,5,3,turf
GoO,Dibba,DIbbaIII,5,4,turf
GoO,Dibba,DIbbaIII,5,5,turf
GoO,Dibba,DIbbaIII,5,6,turf
GoO,Dibba,DIbbaIII,5,7,turf
GoO,Dibba,DIbbaIII,5,8,turf
GoO,Dibba,DIbbaIII,5,9,rock
GoO,Dibba,DIbbaIII,5,10,rock
GoO,Dibba,DIbbaIII,5,11,livecoral_branching
GoO,Dibba,DIbbaIII,5,12,livecoral_branching
GoO,Dibba,DIbbaIII,5,13,urchin
GoO,Dibba,DIbbaIII,5,14,unidentifiable
GoO,Dibba,DIbbaIII,5,15,livecoral_branching
GoO,Dibba,DIbbaIII,5,16,livecoral_branching
GoO,Sharm,SharmI,1,1,sponge
GoO,Sharm,SharmI,1,2,turf
GoO,Sharm,SharmI,1,3,turf
GoO,Sharm,SharmI,1,4,sponge
GoO,Sharm,SharmI,1,5,turf
GoO,Sharm,SharmI,1,6,barnacle
GoO,Sharm,SharmI,1,7,barnacle
GoO,Sharm,SharmI,1,8,turf
GoO,Sharm,SharmI,1,9,turf
GoO,Sharm,SharmI,1,10,turf
GoO,Sharm,SharmI,1,11,livecoral_massive
GoO,Sharm,SharmI,1,12,livecoral_massive
GoO,Sharm,SharmI,1,13,rock
GoO,Sharm,SharmI,1,14,unidentifiable
GoO,Sharm,SharmI,1,15,livecoral_massive
GoO,Sharm,SharmI,1,16,turf
GoO,Sharm,SharmI,2,1,sediment
GoO,Sharm,SharmI,2,2,livecoral_massive
GoO,Sharm,SharmI,2,3,livecoral_massive
GoO,Sharm,SharmI,2,4,livecoral_massive
GoO,Sharm,SharmI,2,5,livecoral_massive
GoO,Sharm,SharmI,2,6,livecoral_massive
GoO,Sharm,SharmI,2,7,livecoral_massive
GoO,Sharm,SharmI,2,8,livecoral_massive
GoO,Sharm,SharmI,2,9,livecoral_massive
GoO,Sharm,SharmI,2,10,livecoral_massive
GoO,Sharm,SharmI,2,11,turf
GoO,Sharm,SharmI,2,12,livecoral_massive
GoO,Sharm,SharmI,2,13,turf
GoO,Sharm,SharmI,2,14,turf
GoO,Sharm,SharmI,2,15,sponge
GoO,Sharm,SharmI,2,16,livecoral_massive
GoO,Sharm,SharmI,3,1,barnacle
GoO,Sharm,SharmI,3,2,turf
GoO,Sharm,SharmI,3,3,turf
GoO,Sharm,SharmI,3,4,turf
GoO,Sharm,SharmI,3,5,turf
GoO,Sharm,SharmI,3,6,livecoral_massive
GoO,Sharm,SharmI,3,7,turf
GoO,Sharm,SharmI,3,8,turf
GoO,Sharm,SharmI,3,9,livecoral_massive
GoO,Sharm,SharmI,3,10,livecoral_massive
GoO,Sharm,SharmI,3,11,livecoral_massive
GoO,Sharm,SharmI,3,12,turf
GoO,Sharm,SharmI,3,13,rock
GoO,Sharm,SharmI,3,14,sponge
GoO,Sharm,SharmI,3,15,turf
GoO,Sharm,SharmI,3,16,livecoral_massive
GoO,Sharm,SharmI,4,1,barnacle
GoO,Sharm,SharmI,4,2,turf
GoO,Sharm,SharmI,4,3,turf
GoO,Sharm,SharmI,4,4,turf
GoO,Sharm,SharmI,4,5,turf
GoO,Sharm,SharmI,4,6,turf
GoO,Sharm,SharmI,4,7,turf
GoO,Sharm,SharmI,4,8,turf
GoO,Sharm,SharmI,4,9,turf
GoO,Sharm,SharmI,4,10,turf
GoO,Sharm,SharmI,4,11,turf
GoO,Sharm,SharmI,4,12,cca
GoO,Sharm,SharmI,4,13,turf
GoO,Sharm,SharmI,4,14,sponge
GoO,Sharm,SharmI,4,15,turf
GoO,Sharm,SharmI,4,16,turf
GoO,Sharm,SharmI,5,1,livecoral_massive
GoO,Sharm,SharmI,5,2,livecoral_massive
GoO,Sharm,SharmI,5,3,sponge
GoO,Sharm,SharmI,5,4,turf
GoO,Sharm,SharmI,5,5,livecoral_massive
GoO,Sharm,SharmI,5,6,livecoral_massive
GoO,Sharm,SharmI,5,7,urchin
GoO,Sharm,SharmI,5,8,turf
GoO,Sharm,SharmI,5,9,livecoral_massive
GoO,Sharm,SharmI,5,10,livecoral_massive
GoO,Sharm,SharmI,5,11,urchin
GoO,Sharm,SharmI,5,12,rock
GoO,Sharm,SharmI,5,13,livecoral_massive
GoO,Sharm,SharmI,5,14,livecoral_massive
GoO,Sharm,SharmI,5,15,cca
GoO,Sharm,SharmI,5,16,turf
GoO,Sharm,SharmII,1,1,turf
GoO,Sharm,SharmII,1,2,turf
GoO,Sharm,SharmII,1,3,turf
GoO,Sharm,SharmII,1,4,sponge
GoO,Sharm,SharmII,1,5,turf
GoO,Sharm,SharmII,1,6,turf
GoO,Sharm,SharmII,1,7,turf
GoO,Sharm,SharmII,1,8,turf
GoO,Sharm,SharmII,1,9,turf
GoO,Sharm,SharmII,1,10,sponge
GoO,Sharm,SharmII,1,11,turf
GoO,Sharm,SharmII,1,12,barnacle
GoO,Sharm,SharmII,1,13,turf
GoO,Sharm,SharmII,1,14,turf
GoO,Sharm,SharmII,1,15,turf
GoO,Sharm,SharmII,1,16,cca
GoO,Sharm,SharmII,2,1,sponge
GoO,Sharm,SharmII,2,2,turf
GoO,Sharm,SharmII,2,3,turf
GoO,Sharm,SharmII,2,4,unidentifiable
GoO,Sharm,SharmII,2,5,sponge
GoO,Sharm,SharmII,2,6,livecoral_encrusting
GoO,Sharm,SharmII,2,7,livecoral_encrusting
GoO,Sharm,SharmII,2,8,livecoral_encrusting
GoO,Sharm,SharmII,2,9,sponge
GoO,Sharm,SharmII,2,10,urchin
GoO,Sharm,SharmII,2,11,livecoral_foliose
