"Location","Site","Sitename","Sitenumber","Habitat","Date","Depth","Dimension","Loc_abbrev","ID_number","ID","Family","Genus","Species","Tax","SL","TL","Full_ID","Lat","Long","Notes","Genspe","Kmax","Md","Weight","Growth","MortLoss"
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","339","UAE18339","Gobiidae","Coryogalops","anomalus","CORYANOM",16.8,21.4,"UAE18339_CORYANOM_16.8",25.48247,56.36955,"Vial","Cor. anomalus",2.13704252243042,0.00336069923978542,0.098,0.00296949981561649,0.000328795724268951
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","340","UAE18340","Gobiidae","Hetereleotris","vulgaris","HETEVULG",25.3,31.1,"UAE18340_HETEVULG_25.3",25.48247,56.36955,"Vial","Het. vulgaris",5.9648003578186,0.00432783351109389,0.399,0.00558702705150949,0.00172307429214317
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","341","UAE18341","Gobiidae","Hetereleotris","vulgaris","HETEVULG",16.2,19.6,"UAE18341_HETEVULG_16.2",25.48247,56.36955,"Vial","Het. vulgaris",5.9648003578186,0.00620955830010939,0.08,0.00412427975135209,0.00049522550691389
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","342","UAE18342","Gobiidae","Hetereleotris","vulgaris","HETEVULG",22.9,29,"UAE18342_HETEVULG_22.9",25.48247,56.36955,"Vial","Het. vulgaris",5.9648003578186,0.00456906034110713,0.291,0.00540906173325985,0.00132656367670723
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","343","UAE18343","Gobiidae","Hetereleotris","vulgaris","HETEVULG",15,19.4,"UAE18343_HETEVULG_15",25.48247,56.36955,"Vial","Het. vulgaris",5.9648003578186,0.00626011122982832,0.081,0.00426169295043914,0.000505485162159242
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","344","UAE18344","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18.3,22.7,"UAE18344_HETEVULG_18.3",25.48247,56.36955,"Vial","Het. vulgaris",5.9648003578186,0.00553159807356733,0.14,0.00526108513050167,0.000772285773813937
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","345","UAE18345","Syngnathidae","Corythoichthys","speA","CORYSPEA",59,61.2,"UAE18345_CORYSPEA_59",25.48247,56.36955,"Comm","Cor. speA",0.620088636875153,0.000881741593361755,0.103,0.000524170760518993,9.07793562676302e-05
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18,22.1,"UAE18---_ENNEVENT_18",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00564915610127824,0.115,0.00471396004846018,0.00064782140669669
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",19.1,22.9,"UAE18---_ENNEVENT_19.1",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00549366699935085,0.121,0.00456785443489245,0.000662911133172052
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.7,22.8,"UAE18---_ENNEVENT_18.7",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00551255641322526,0.138,0.00526374464582082,0.000758639841417939
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.6,20.7,"UAE18---_ENNEVENT_16.6",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00594765470692856,0.096,0.00453918243844152,0.000569280232567191
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.1,22.5,"UAE18---_ENNEVENT_18.1",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00557014591624431,0.132,0.00519304589960521,0.000733215307060766
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.7,19.9,"UAE18---_ENNEVENT_16.7",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00613548733495983,0.086,0.00441089513418494,0.000526036515432971
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.8,20.6,"UAE18---_ENNEVENT_16.8",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00597039910590965,0.091,0.00434674020893386,0.000541687663798815
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.9,20.8,"UAE18---_ENNEVENT_16.9",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00592511145896057,0.086,0.00402520588905981,0.0005080529639034
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",15,19.3,"UAE18---_ENNEVENT_15",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00628574993845006,0.074,0.00403445680000238,0.000463686659536953
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",15.9,19.2,"UAE18---_ENNEVENT_15.9",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.0063116350043386,0.085,0.00468166064846298,0.000534799470452163
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.5,21.1,"UAE18---_ENNEVENT_17.5",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00585866106605098,0.106,0.00481213427807427,0.000619202453229296
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",15.4,18.6,"UAE18---_ENNEVENT_15.4",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00647233393449179,0.065,0.00380646850816691,0.000419343177308829
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",17.5,21.2,"UAE18---_ENNEVENT_17.5",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00583689512307757,0.098,0.00440387946533269,0.000570349567471779
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16,19.3,"UAE18---_ENNEVENT_16",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00628574993845006,0.083,0.00452513397838104,0.00052008098299415
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.9,20.4,"UAE18---_ENNEVENT_16.9",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00601650275140924,0.091,0.0044360227088239,0.000545858025628071
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",12.5,15.5,"UAE18---_ENNEVENT_12.5",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00748461413437202,0.039,0.00316033835737234,0.000290810292243878
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",16.7,20.8,"UAE18---_ENNEVENT_16.7",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00592511145896057,0.096,0.00449325308546212,0.000567128889938679
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.7,22.3,"UAE18---_ENNEVENT_18.7",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00560932643476539,0.118,0.00473870161610812,0.000660047577466363
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",18.5,22.1,"UAE18---_ENNEVENT_18.5",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00564915610127824,0.113,0.00463197813457392,0.000636554947449791
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Tripterygiidae","Enneapterygius","ventermaculus","ENNEVENT",15.9,18.6,"UAE18---_ENNEVENT_15.9",25.48247,56.36955,"NPNT-Lot","Enn. ventermaculus",5.9648003578186,0.00647233393449179,0.071,0.0041578348319977,0.000458051778291182
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",21.4,26.1,"UAE18---_HETEVULG_21.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00495952548173506,0.262,0.0068547020017912,0.00129617880348236
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",14.8,18.1,"UAE18---_HETEVULG_14.8",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00661375852440751,0.071,0.00426671923387767,0.000468027438971812
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",17.1,21.2,"UAE18---_HETEVULG_17.1",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00583689512307757,0.117,0.00512637916444549,0.000680927544838756
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18.4,22.5,"UAE18---_HETEVULG_18.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00557014591624431,0.139,0.00533221240344184,0.000772097936980655
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",13.3,16.4,"UAE18---_HETEVULG_13.3",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00715409785921246,0.054,0.00387379786628959,0.000384942683767594
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",16.4,20.6,"UAE18---_HETEVULG_16.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00597039910590965,0.104,0.00484346962221686,0.000619071615770074
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",16.7,20.4,"UAE18---_HETEVULG_16.7",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00601650275140924,0.121,0.00575087120743006,0.000725811220890073
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",21.8,26.9,"UAE18---_HETEVULG_21.8",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.0048441835888438,0.251,0.00600046646044726,0.00121294983302811
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18.6,22.3,"UAE18---_HETEVULG_18.6",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00560932643476539,0.16,0.00626523727168164,0.000894979766056085
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",19.2,23.6,"UAE18---_HETEVULG_19.2",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00536554804110363,0.179,0.00612688349969449,0.000957861076550206
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",15.9,19.4,"UAE18---_HETEVULG_15.9",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00626011122982832,0.093,0.00489305486902272,0.0005803718528495
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",19.5,24,"UAE18---_HETEVULG_19.5",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00529540937628963,0.174,0.00571102607351536,0.000918965933643405
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",14.2,17.6,"UAE18---_HETEVULG_14.2",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00676261013540508,0.073,0.0046192176050329,0.000492005045663802
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",16.9,21.1,"UAE18---_HETEVULG_16.9",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00585866106605098,0.138,0.00610835267069888,0.000806131495713612
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",19.6,24,"UAE18---_HETEVULG_19.6",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00529540937628963,0.194,0.00636746585208034,0.00102459420187828
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",16.9,20.6,"UAE18---_HETEVULG_16.9",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00597039910590965,0.111,0.00516947238525069,0.000660739897600752
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",15.9,19.1,"UAE18---_HETEVULG_15.9",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00633777016791676,0.097,0.00526191083217418,0.000612819699805798
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18.4,22.5,"UAE18---_HETEVULG_18.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00557014591624431,0.169,0.00648304961281778,0.000938737779494466
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",15.7,19.7,"UAE18---_HETEVULG_15.7",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00618463696982504,0.09,0.00459286483817935,0.000554899632165266
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",14.6,18.3,"UAE18---_HETEVULG_14.6",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00655633052742713,0.073,0.00429766302860102,0.000477046582129403
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",13.4,16.3,"UAE18---_HETEVULG_13.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00718913839287471,0.058,0.0042050245467379,0.000415474784486182
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",21.1,24.9,"UAE18---_HETEVULG_21.1",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00514513757023539,0.217,0.00647246754519007,0.00111362751266166
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",19.6,23.8,"UAE18---_HETEVULG_19.6",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00533020953500246,0.223,0.00747476494121175,0.00118547450582675
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",14.7,18.1,"UAE18---_HETEVULG_14.7",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00661375852440751,0.09,0.00540851733871817,0.000593274218414973
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",13.4,17.1,"UAE18---_HETEVULG_13.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00691952065530489,0.075,0.00499892303609282,0.000517172692077952
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",17.1,22.3,"UAE18---_HETEVULG_17.1",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00560932643476539,0.158,0.00618692180578562,0.000883792518980384
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",16.4,19.8,"UAE18---_HETEVULG_16.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00615994777473228,0.106,0.00535465419469507,0.000650947504459242
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",22.9,28.3,"UAE18---_HETEVULG_22.9",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00465664822869946,0.324,0.00656778484973345,0.00150524660410588
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",22.9,28.3,"UAE18---_HETEVULG_22.9",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00465664822869946,0.319,0.00646643014526226,0.00148201748984498
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18,21.8,"UAE18---_HETEVULG_18",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00571015524593396,0.152,0.00626464744008108,0.000865470260989968
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",21.7,26.6,"UAE18---_HETEVULG_21.7",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00488669735675962,0.234,0.00578827708862154,0.00114069778907665
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18.1,22,"UAE18---_HETEVULG_18.1",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00566931967328666,0.135,0.00545135632528176,0.000763192719983939
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",20.5,24.6,"UAE18---_HETEVULG_20.5",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00519411325377816,0.208,0.00640647697140996,0.00107757461185995
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18.4,22,"UAE18---_HETEVULG_18.4",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00566931967328666,0.146,0.00589554091474917,0.000825378793464112
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",18.1,22.7,"UAE18---_HETEVULG_18.1",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00553159807356733,0.166,0.00623814379759484,0.000915710274665096
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",20.6,25.9,"UAE18---_HETEVULG_20.6",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00498937224455663,0.246,0.00658037605497222,0.00122432871645083
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",22.2,26.8,"UAE18---_HETEVULG_22.2",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00485825870623561,0.277,0.00669807843336561,0.00134247397818373
"GoO","SharmRock","SharmRockI","B10","Rockyreef","2/5/18",9.2,275,"UAE18","---","UAE18---","Gobiidae","Hetereleotris","vulgaris","HETEVULG",17.6,20.9,"UAE18---_HETEVULG_17.6",25.48247,56.36955,"NPNT-Lot","Het. vulgaris",5.9648003578186,0.00590276658052792,0.13,0.00587250616806845,0.00076509933257679
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","346","UAE18346","Gobiidae","Trimma","speA","TRIMSPEA",20.4,24.1,"UAE18346_TRIMSPEA_20.4",25.49182,56.36369,"Vial","Tri. speA",8.60077238082886,0.0058513339917501,0.174,0.00111383050263998,0.00101515920037043
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","347","UAE18347","Gobiidae","Trimma","speA","TRIMSPEA",19.5,24.7,"UAE18347_TRIMSPEA_19.5",25.49182,56.36369,"Vial","Tri. speA",8.60077238082886,0.00573987736468645,0.207,0.000939699544252633,0.00118475119844512
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","348","UAE18348","Gobiidae","Gobiodon","reticulatus","GOBIRETI",21.2,26.3,"UAE18348_GOBIRETI_21.2",25.49182,56.36369,"Vial","Gob. reticulatus",9.87773418426514,0.0057353012764217,0.406,0.00173627843273044,0.00232186764842241
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","349","UAE18349","Gobiidae","Gobiodon","reticulatus","GOBIRETI",21.5,27.2,"UAE18349_GOBIRETI_21.5",25.49182,56.36369,"Vial","Gob. reticulatus",9.87773418426514,0.00558689692298659,0.435,0.00064181001752189,0.00242352386860849
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","350","UAE18350","Gobiidae","Trimma","speA","TRIMSPEA",20.1,25.7,"UAE18350_TRIMSPEA_20.1",25.49182,56.36369,"Vial","Tri. speA",8.60077238082886,0.00556469234035039,0.217,0.00035469382524293,0.00120418467186911
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","351","UAE18351","Gobiidae","Trimma","speA","TRIMSPEA",19.6,24.3,"UAE18351_TRIMSPEA_19.6",25.49182,56.36369,"Vial","Tri. speA",8.60077238082886,0.00581362389640321,0.186,0.00107327223096501,0.00107819689236192
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","352","UAE18352","Gobiidae","Trimma","speA","TRIMSPEA",19.7,23.5,"UAE18352_TRIMSPEA_19.7",25.49182,56.36369,"Vial","Tri. speA",8.60077238082886,0.00596797485306503,0.184,0.00153834748872534,0.00109483714315394
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","353","UAE18353","Gobiidae","Trimma","speA","TRIMSPEA",18.7,24.1,"UAE18353_TRIMSPEA_18.7",25.49182,56.36369,"Vial","Tri. speA",8.60077238082886,0.0058513339917501,0.18,0.00115223845100688,0.00105016469003837
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","354","UAE18354","Gobiidae","Priolepis","cincta","PRIOCINC",25.9,32.6,"UAE18354_PRIOCINC_25.9",25.49182,56.36369,"Vial","Pri. cincta",1.80226343870163,0.0023207158413859,0.367,0.00626660814853422,0.000850715197860942
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","355","UAE18355","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",21,34.2,"UAE18355_HELCFUSC_21",25.49182,56.36369,"Vial","Hel. fuscopinna",7.38193893432617,0.00454811997082295,0.414,0.00569954194881215,0.00187864627522219
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","356","UAE18356","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",26.5,32.6,"UAE18356_HELCFUSC_26.5",25.49182,56.36369,"Vial","Hel. fuscopinna",7.38193893432617,0.00471976269026119,0.391,0.00684448363852111,0.0018410790660695
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","357","UAE18357","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",27.7,33.2,"UAE18357_HELCFUSC_27.7",25.49182,56.36369,"Vial","Hel. fuscopinna",7.38193893432617,0.00465364843614912,0.428,0.00687366967082217,0.00198713423242816
"GoO","Snoopy","SnoopyIII","B11","Rockyreef","2/5/18",4.7,285,"UAE18","358","UAE18358","Tripterygiidae","Helcogramma","fuscopinna","HELCFUSC",26.7,32.6,"UAE18358_HELCFUSC_26.7",25.49182,56.36369,"Vial","Hel. fuscopinna",7.38193893432617,0.00471976269026119,0.376,0.00658190753985662,0.00177044943437885
